0,1.83257692988429,2.39519501732436,2.03497036420964,2.12628846373307,2.3052584463924
0.25,1.88787541411685,2.38716297914361,2.03666858945201,2.12606616617133,2.30420292842108
0.5,1.94505511896418,2.37989739230975,2.03614975873607,2.12602262192795,2.30366453862355
0.75,2.000731938989,2.37386047170587,2.0331124744502,2.12631638859236,2.30356487055699
1,2.05279355867789,2.36956790703149,2.02767719604898,2.12697005912231,2.30354076343103
1.25,2.10033144318203,2.3674946442652,2.02032457349709,2.12786195749029,2.30313945263369
1.5,2.14353464207934,2.36789778474332,2.01179081078996,2.1287911260126,2.30203118590252
1.75,2.18334586305121,2.37090922033419,2.00289169019984,2.12954943747615,2.30015880716187
2,2.22075086437006,2.37670032452742,1.9943963042281,2.12998236993977,2.29774083044475
2.25,2.25657480158069,2.3852793849775,1.98688674348214,2.13001705729093,2.29523409607
2.5,2.29138044538466,2.39611335222216,1.98069132540838,2.12966870166465,2.29324853353204
2.75,2.32527330283177,2.40846252600499,1.97590319489132,2.12902359402348,2.29234984715623
3,2.35829401494005,2.42120851226707,1.97261058429197,2.12819751762051,2.29277447768921
3.25,2.39048000825071,2.43276293047035,1.97083086335602,2.12729944498503,2.2943549419121
3.5,2.4218053147326,2.44138581742709,1.9704967254699,2.12639175925652,2.29656572883886
3.75,2.45215230670663,2.44538664804092,1.97145251747386,2.12547484826958,2.29870511159004
4,2.48123737036844,2.44342008711128,1.97341333793758,2.12452030776175,2.30011248730085
4.25,2.50865885770623,2.43478594942565,1.97595650685522,2.12351903231248,2.30032876144514
4.5,2.53386289826268,2.41965805063897,1.97856126617286,2.1225556542551,2.29924737034117
4.75,2.55617530286399,2.39919419914785,1.98069760006008,2.12184738566572,2.29712504442102
5,2.57488634216392,2.37542652107522,1.98193957704653,2.12164219707006,2.29450623144059
5.25,2.58928049301378,2.35093299220672,1.98206699369149,2.12213362421015,2.292058792739
5.5,2.5988518011594,2.32838507460006,1.98109549598024,2.12319185413026,2.29035040447057
5.75,2.60342521155323,2.3101043286096,1.97926726571596,2.12440411553703,2.28970185776817
6,2.60322682860491,2.29769937945715,1.97702688804749,2.12539754657175,2.29010996106073
6.25,2.59872943711321,2.29192083334868,1.97497305775258,2.12597005758998,2.29126110812452
6.5,2.59057412159208,2.29265581086142,1.97373852465787,2.12615763061892,2.29265304341906
6.75,2.57946205753764,2.29904747806641,1.9738177808332,2.12584401897286,2.29383867998907
7,2.56612173404932,2.30967313706226,1.97545412437974,2.12505266063012,2.29457160125868
7.25,2.55123678402886,2.32270003003838,1.97858797802347,2.12401911279755,2.29483513102222
7.5,2.53538499465833,2.33604410068688,1.98291576586928,2.12290021229674,2.29475998865299
7.75,2.51900822615927,2.34755286898999,1.98794863335136,2.12174280718467,2.29453807477802
8,2.50240220209309,2.35526598509216,1.99309343053607,2.12073563273789,2.29439118626446
8.25,2.4856997305605,2.35760652570488,1.99774496081801,2.12000405603925,2.29450514294533
8.5,2.46888518933203,2.35356426985155,2.00139749943508,2.11956498463702,2.29494752455196
8.75,2.45183018804087,2.34290349741068,2.00371926145844,2.11944245330837,2.29564879106062
9,2.43430646798922,2.32624946808353,2.00459836159053,2.11957495675955,2.29644402157907
9.25,2.41598526912725,2.30502067945938,2.00414602573244,2.11990288801307,2.29714302597723
9.5,2.39646877154082,2.28110264684433,2.00266202669962,2.12042831322412,2.29761636806591
9.75,2.37533264855275,2.25654849647796,2.00057908706073,2.12115237478343,2.29784830438555
10,2.35209798798852,2.2333844469326,1.99839031876802,2.1220785040382,2.29794790948035
10.25,2.32615752685388,2.21324806569498,1.99657046783427,2.12321298271625,2.29809951976959
10.5,2.29673828674553,2.19724515600917,1.9954990368057,2.12452508610793,2.29848362443304
