0,2.39519494108155,2.03497036361834,2.12628800818991,2.30525845238781
1,2.36956790701323,2.02767719434537,2.12696962832623,2.30354089749276
2,2.37670032454134,1.99439630129865,2.12998247693267,2.29774106358937
3,2.42120818533819,1.97261055618997,2.12819791654475,2.29277457369557
4,2.44342041072899,1.97341336446407,2.12452108394714,2.30011245927446
5,2.37542678417089,1.98193957829624,2.12164258643259,2.29450620346372
6,2.29769922049837,1.97702689358542,2.12539874150756,2.290109936789
7,2.30967308357911,1.97545414002696,2.12505332499924,2.29457156538591
8,2.35526588892488,1.99309343047392,2.12073617654749,2.29439113683634
9,2.32624931306047,2.00459836223205,2.1195762346383,2.2964440882863
10,2.23338438091265,1.99839031767081,2.12207956635279,2.29794792983928
11,2.17945143554916,1.99622902022858,2.12747541917493,2.30018493368696
12,2.18759969845545,2.00118489463885,2.13067239207315,2.30277147695798
13,2.20052209043962,1.98605902301006,2.12656120014397,2.30053140222876
14,2.18256261917851,1.96614552513903,2.12392119625875,2.29895103175623
15,2.14863208918247,1.9757721910413,2.12237545830825,2.29404589937732
16,2.12275245428396,1.99207224492419,2.12127360137377,2.2990360947132
17,2.13115313574372,1.99792736902505,2.12127351749452,2.30323861606543
18,2.18897500011576,2.00648469890203,2.12062265549523,2.303157349339
19,2.2461397146222,2.02403565112347,2.12442751727457,2.30890165439102
20,2.23525355713092,2.03766953952216,2.12671673086923,2.30421592430082
21,2.22014785377864,2.02649935934505,2.12559334202444,2.30676673529212
22,2.28517262566783,2.0106611121958,2.12367302636399,2.31424796861337
23,2.38005348900901,2.01289744188213,2.12754301421477,2.30640313945035
24,2.40391796781544,2.01172720844263,2.13144314056723,2.30246298596035
25,2.3651747409105,1.99626501779501,2.12725278547844,2.305013588526
26,2.35707952171743,1.99387649210972,2.12066350654062,2.30339612308506
27,2.39925688028003,2.01178255411106,2.11976096754835,2.29733059667866
28,2.43491962311076,2.01908233598239,2.12234245383969,2.29794160924974
29,2.42744786046254,2.02073278178405,2.12625570412986,2.30708819931262
