0	1.81177635169
0.46875	1.90340655402
0.9375	1.9982417635
1.40625	2.09166130971
1.875	2.18624274302
2.34375	2.2708838136
2.8125	2.34426866117
3.28125	2.40773529526
3.75	2.46457462526
4.21875	2.51891762047
4.6875	2.56943581837
5.15625	2.60302717294
5.625	2.6216178735
6.09375	2.62419449188
6.5625	2.61079120639
7.03125	2.59058689653
7.5	2.56196774654
7.96875	2.53015775108
8.4375	2.49648083325
8.90625	2.46303671797
9.375	2.42777500791
9.84375	2.38815279337
10.3125	2.34168117722
10.78125	2.27643032051
11.25	2.19368582957
11.71875	2.08516560417
12.1875	1.94584431929
12.65625	1.79111167738
13.125	1.64357929008
13.59375	1.54067927139
14.0625	1.5059031513
14.53125	1.54079135862
15	1.62177222346
15.46875	1.72926455315
15.9375	1.84495892591
16.40625	1.96408317339
16.875	2.0825088792
17.34375	2.19490085137
17.8125	2.29136807582
18.28125	2.37846170806
18.75	2.45736827493
19.21875	2.53427549572
19.6875	2.59908193162
20.15625	2.64989231609
20.625	2.679951459
21.09375	2.68876848383
21.5625	2.68143200743
22.03125	2.6635985567
22.5	2.63745460629
22.96875	2.60633324146
23.4375	2.57408642421
23.90625	2.5401442809
24.375	2.50832815979
24.84375	2.47294078363
25.3125	2.43317847447
25.78125	2.38021058618
26.25	2.30999318681
26.71875	2.21157634771
27.1875	2.08800716204
27.65625	1.95523020033
28.125	1.82017717332
28.59375	1.73210144713
29.0625	1.70476196736
29.53125	1.73699654654
30	1.8102171035
30.46875	1.90082311999
30.9375	1.99777696926
31.40625	2.09174600564
31.875	2.18581382047
32.34375	2.27058938894
32.8125	2.34389599358
33.28125	2.40818566141
33.75	2.46541199076
34.21875	2.52025279166
34.6875	2.5681648967
35.15625	2.603867837
35.625	2.62140885082
36.09375	2.62411539823
36.5625	2.61287185983
37.03125	2.58985724255
37.5	2.56303762084
37.96875	2.53005253752
38.4375	2.49608897876
38.90625	2.46265935472
39.375	2.4279109108
39.84375	2.38825623432
40.3125	2.34195447753
40.78125	2.27949802855
41.25	2.19525350614
41.71875	2.08514113044
42.1875	1.94342547988
42.65625	1.79036927472
43.125	1.64145941848
43.59375	1.53899996597
44.0625	1.50682008372
44.53125	1.53995166697
45	1.62202095111
45.46875	1.7304040271
45.9375	1.84649404257
46.40625	1.96551204517
46.875	2.08405568366
47.34375	2.19456937353
47.8125	2.29262544569
48.28125	2.37921293433
48.75	2.45861865385
49.21875	2.53375860057
49.6875	2.60008838244
50.15625	2.65015683927
50.625	2.681418222
51.09375	2.69008480687
51.5625	2.68225613211
52.03125	2.66408985926
52.5	2.63792358978
52.96875	2.60605205971
53.4375	2.57561836333
53.90625	2.54307093429
54.375	2.51029424092
54.84375	2.47573778312
55.3125	2.43583068337
55.78125	2.38222372131
56.25	2.31007434819
56.71875	2.21159586222
57.1875	2.09094947992
57.65625	1.95538794995
58.125	1.82408036117
58.59375	1.73448052906
59.0625	1.70774176656
59.53125	1.73996692748
60	1.81192506783
60.46875	1.90335647197
60.9375	1.99829776956
61.40625	2.09231808101
61.875	2.18616912508
62.34375	2.27079899586
62.8125	2.34473556214
63.28125	2.40700499054
63.75	2.46585294551
64.21875	2.51957327474
64.6875	2.56821082423
65.15625	2.60292207573
65.625	2.62270477648
66.09375	2.62434036319
66.5625	2.61303516902
67.03125	2.59156639017
67.5	2.56399354667
67.96875	2.53147444912
68.4375	2.49825530015
68.90625	2.46282548139
69.375	2.42789205236
69.84375	2.38817877242
70.3125	2.34205631275
70.78125	2.27947376743
71.25	2.19531679056
71.71875	2.0853277507
72.1875	1.94573876977
72.65625	1.79101016432
73.125	1.64343506196
73.59375	1.54062201058
74.0625	1.50787921586
74.53125	1.54189471771
75	1.62354636933
75.46875	1.73040796491
75.9375	1.84645382079
76.40625	1.96531368794
76.875	2.08290202607
77.34375	2.19455260541
77.8125	2.29218047123
78.28125	2.37928866539
78.75	2.45919289528
79.21875	2.53447038416
79.6875	2.59984101951
80.15625	2.65018417021
80.625	2.68007893143
81.09375	2.690265377
81.5625	2.68286313041
82.03125	2.66365453396
82.5	2.63707042817
82.96875	2.607565573
83.4375	2.57221584089
83.90625	2.5422971542
84.375	2.51027302954
84.84375	2.47572329795
85.3125	2.43581038413
85.78125	2.38223037636
86.25	2.3100627742
86.71875	2.21150485404
87.1875	2.09085421436
87.65625	1.9553342814
88.125	1.82408022152
88.59375	1.73448577177
89.0625	1.70781765319
89.53125	1.73990170984
90	1.80903066345
